OrderID;Product;Category;Brand;Platform;City;Price;Quantity;TotalAmount;Rating;Reviews;OrderDate
ORD102713;Dell Inspiron 3501;Computers;Dell;Jumia;Alexandria;10310,24;4;412,4096;282;3827;17/12/2024
ORD102714;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Dubai;5502,54;1;55,0254;243;851;13/04/2024
ORD102715;iPhone 13;Electronics;Apple;Amazon;Giza;10895,26;1;108,9526;336;4969;23/03/2024
ORD102716;Nike Air Max;Fashion;Nike;Amazon;Casablanca;6279,56;3;188,3868;139;4048;06/02/2024
ORD102717;Adidas Running Shoes;Fashion;Adidas;Souq;Alexandria;3988,72;1;39,8872;475;2908;14/08/2024
ORD102718;Dell Inspiron 3501;Computers;Dell;Amazon;Giza;18801,65;4;752,066;497;1875;18/08/2024
ORD102719;Bluetooth Headset;Accessories;JBL;Souq;Giza;17713,73;1;177,1373;381;1233;22/03/2024
ORD102720;Bluetooth Headset;Accessories;JBL;Souq;Cairo;12660,98;2;253,2196;247;4838;12/04/2024
ORD102721;Bluetooth Headset;Accessories;JBL;Souq;Casablanca;1357,62;3;40,7286;141;2987;10/03/2024
ORD102722;Samsung Galaxy A14;Electronics;Samsung;Jumia;Giza;7152,98;5;357,649;427;1589;23/01/2024
ORD102723;Adidas Running Shoes;Fashion;Adidas;Amazon;Giza;18256,49;5;912,8245;334;1595;21/08/2024
ORD102724;iPhone 13;Electronics;Apple;Souq;Giza;639,06;4;25,5624;455;1537;31/07/2024
ORD102725;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Alexandria;11686,44;5;584,322;42;1220;17/08/2024
ORD102726;Smartwatch FitPro;Wearables;FitPro;Amazon;Giza;1332,38;1;13,3238;127;3768;06/05/2024
ORD102727;Dell Inspiron 3501;Computers;Dell;Jumia;Riyadh;1509,67;3;45,2901;223;4720;28/05/2024
ORD102728;Samsung Galaxy A14;Electronics;Samsung;Souq;Alexandria;3112,22;5;155,611;229;2114;29/08/2024
ORD102729;T-shirt Cotton;Fashion;Generic;Amazon;Giza;1009,56;3;30,2868;347;4911;26/04/2024
ORD102730;HP Pavilion Laptop;Computers;HP;Souq;Casablanca;7083,81;5;354,1905;472;3844;30/08/2024
ORD102731;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;603,94;1;6,0394;454;4285;17/10/2024
ORD102732;Samsung Galaxy A14;Electronics;Samsung;Amazon;Casablanca;14818,94;5;740,947;166;4500;22/05/2024
ORD102733;T-shirt Cotton;Fashion;Generic;Souq;Alexandria;3593,89;5;179,6945;347;4310;29/01/2024
ORD102734;Smartwatch FitPro;Wearables;FitPro;Amazon;Giza;5584,67;5;279,2335;197;805;01/01/2024
ORD102735;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Cairo;10951,19;4;438,0476;352;2840;25/03/2024
ORD102736;HP Pavilion Laptop;Computers;HP;Amazon;Dubai;8881,58;2;177,6316;344;3479;25/01/2024
ORD102737;Nike Air Max;Fashion;Nike;Amazon;Dubai;18773,79;3;563,2137;29;3519;14/03/2024
ORD102738;T-shirt Cotton;Fashion;Generic;Jumia;Casablanca;5647,45;5;282,3725;232;3604;18/10/2024
ORD102739;Smartwatch FitPro;Wearables;FitPro;Amazon;Dubai;783,36;1;7,8336;24;1433;13/07/2024
ORD102740;Nike Air Max;Fashion;Nike;Souq;Casablanca;1283,45;1;12,8345;30;4597;09/12/2024
ORD102741;Smartwatch FitPro;Wearables;FitPro;Souq;Riyadh;17695,25;2;353,905;21;2024;24/12/2024
ORD102742;iPhone 13;Electronics;Apple;Souq;Cairo;94,7;5;4,735;437;2190;04/05/2024
ORD102743;Nike Air Max;Fashion;Nike;Jumia;Cairo;6868,18;1;68,6818;109;1040;10/07/2024
ORD102744;Bluetooth Headset;Accessories;JBL;Amazon;Alexandria;8129,32;3;243,8796;433;4680;22/07/2024
ORD102745;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Cairo;11074,68;5;553,734;202;2507;08/02/2024
ORD102746;Samsung Galaxy A14;Electronics;Samsung;Amazon;Alexandria;4163,95;4;166,558;176;1128;13/08/2024
ORD102747;Dell Inspiron 3501;Computers;Dell;Jumia;Dubai;834,56;2;16,6912;396;4046;16/11/2024
ORD102748;Smartwatch FitPro;Wearables;FitPro;Amazon;Dubai;937,39;5;46,8695;408;2659;19/02/2024
ORD102749;Bluetooth Headset;Accessories;JBL;Amazon;Riyadh;19054,15;5;952,7075;206;2934;01/07/2024
ORD102750;Bluetooth Headset;Accessories;JBL;Jumia;Cairo;13646,09;2;272,9218;371;265;04/05/2024
ORD102751;T-shirt Cotton;Fashion;Generic;Amazon;Riyadh;14017,39;2;280,3478;116;1857;23/06/2024
ORD102752;Smartwatch FitPro;Wearables;FitPro;Jumia;Alexandria;6797,16;5;339,858;256;193;25/01/2024
ORD102753;Dell Inspiron 3501;Computers;Dell;Amazon;Casablanca;14760,21;4;590,4084;27;2013;14/09/2024
ORD102754;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;7939,77;2;158,7954;139;1931;28/08/2024
ORD102755;Samsung Galaxy A14;Electronics;Samsung;Souq;Giza;18057,71;1;180,5771;253;4647;10/10/2024
ORD102756;Nike Air Max;Fashion;Nike;Amazon;Riyadh;4783,27;2;95,6654;135;3931;31/08/2024
ORD102757;HP Pavilion Laptop;Computers;HP;Jumia;Casablanca;19447,12;2;388,9424;436;319;10/09/2024
ORD102758;Nike Air Max;Fashion;Nike;Amazon;Casablanca;13969,43;4;558,7772;452;583;01/05/2024
ORD102759;Adidas Running Shoes;Fashion;Adidas;Souq;Giza;7975,81;1;79,7581;212;476;26/07/2024
ORD102760;Nike Air Max;Fashion;Nike;Jumia;Alexandria;453,99;3;13,6197;448;4511;07/06/2024
ORD102761;HP Pavilion Laptop;Computers;HP;Souq;Cairo;10524,26;2;210,4852;179;253;30/08/2024
ORD102762;Nike Air Max;Fashion;Nike;Jumia;Giza;897,41;5;44,8705;38;1496;02/04/2024
ORD102763;Bluetooth Headset;Accessories;JBL;Souq;Casablanca;13438,73;5;671,9365;347;2597;01/03/2024
ORD102764;Samsung Galaxy A14;Electronics;Samsung;Jumia;Riyadh;3189,43;5;159,4715;127;1189;28/06/2024
ORD102765;T-shirt Cotton;Fashion;Generic;Amazon;Cairo;10701,44;5;535,072;102;3622;18/06/2024
ORD102766;HP Pavilion Laptop;Computers;HP;Jumia;Riyadh;1218,33;4;48,7332;312;2562;20/02/2024
ORD102767;HP Pavilion Laptop;Computers;HP;Souq;Giza;15980,57;3;479,4171;24;2007;27/06/2024
ORD102768;Dell Inspiron 3501;Computers;Dell;Amazon;Giza;13186,27;3;395,5881;122;1860;11/11/2024
ORD102769;iPhone 13;Electronics;Apple;Souq;Casablanca;11892,45;1;118,9245;203;3391;22/12/2024
ORD102770;Bluetooth Headset;Accessories;JBL;Amazon;Riyadh;2332,36;2;46,6472;317;3185;11/01/2024
ORD102771;Adidas Running Shoes;Fashion;Adidas;Souq;Giza;4962,79;3;148,8837;431;3004;27/08/2024
ORD102772;Nike Air Max;Fashion;Nike;Amazon;Casablanca;13692,09;4;547,6836;283;1192;05/09/2024
ORD102773;Bluetooth Headset;Accessories;JBL;Souq;Giza;629,83;3;18,8949;451;1193;14/10/2024
ORD102774;Nike Air Max;Fashion;Nike;Souq;Riyadh;377,78;3;11,3334;229;3723;02/06/2024
ORD102775;T-shirt Cotton;Fashion;Generic;Souq;Cairo;18500,14;1;185,0014;285;44;11/08/2024
ORD102776;Dell Inspiron 3501;Computers;Dell;Souq;Dubai;15477,92;3;464,3376;189;3456;09/12/2024
ORD102777;Nike Air Max;Fashion;Nike;Amazon;Cairo;10387,77;2;207,7554;237;2794;24/06/2024
ORD102778;Smartwatch FitPro;Wearables;FitPro;Jumia;Riyadh;18123,44;2;362,4688;31;1753;18/03/2024
ORD102779;Bluetooth Headset;Accessories;JBL;Souq;Cairo;17572,26;4;702,8904;169;2222;18/12/2024
ORD102780;iPhone 13;Electronics;Apple;Amazon;Cairo;14997,56;1;149,9756;266;2417;27/02/2024
ORD102781;Nike Air Max;Fashion;Nike;Souq;Dubai;10945,92;1;109,4592;121;1204;28/10/2024
ORD102782;iPhone 13;Electronics;Apple;Amazon;Riyadh;1130,18;1;11,3018;116;1177;11/09/2024
ORD102783;Bluetooth Headset;Accessories;JBL;Jumia;Casablanca;1830,65;4;73,226;494;1216;22/08/2024
ORD102784;HP Pavilion Laptop;Computers;HP;Souq;Casablanca;17813,27;4;712,5308;389;3322;12/08/2024
ORD102785;Samsung Galaxy A14;Electronics;Samsung;Jumia;Alexandria;7534,95;3;226,0485;301;3877;01/11/2024
ORD102786;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;13225,75;5;661,2875;292;2103;16/08/2024
ORD102787;Adidas Running Shoes;Fashion;Adidas;Amazon;Alexandria;6642,85;4;265,714;351;2747;26/09/2024
ORD102788;Dell Inspiron 3501;Computers;Dell;Amazon;Alexandria;3823,07;2;76,4614;213;640;17/08/2024
ORD102789;Nike Air Max;Fashion;Nike;Jumia;Alexandria;19052,29;2;381,0458;291;794;19/10/2024
ORD102790;Bluetooth Headset;Accessories;JBL;Jumia;Dubai;7819,78;3;234,5934;334;1792;09/08/2024
ORD102791;Bluetooth Headset;Accessories;JBL;Souq;Casablanca;3516,23;5;175,8115;333;279;03/03/2024
ORD102792;Nike Air Max;Fashion;Nike;Jumia;Dubai;9678,84;5;483,942;467;3412;10/09/2024
ORD102793;Dell Inspiron 3501;Computers;Dell;Jumia;Alexandria;15912,62;5;795,631;257;3239;23/05/2024
ORD102794;Smartwatch FitPro;Wearables;FitPro;Souq;Riyadh;19284,02;2;385,6804;432;1719;30/06/2024
ORD102795;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Riyadh;1704,08;5;85,204;38;693;25/09/2024
ORD102796;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Alexandria;9228,63;3;276,8589;469;154;30/04/2024
ORD102797;iPhone 13;Electronics;Apple;Jumia;Casablanca;15860,96;2;317,2192;239;3686;07/11/2024
ORD102798;HP Pavilion Laptop;Computers;HP;Souq;Dubai;6640,34;3;199,2102;167;4046;02/12/2024
ORD102799;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;16210,79;3;486,3237;158;72;04/05/2024
ORD102800;Dell Inspiron 3501;Computers;Dell;Jumia;Giza;8456,02;1;84,5602;398;3357;10/01/2024
ORD102801;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Dubai;2867,89;5;143,3945;381;1678;18/04/2024
ORD102802;Bluetooth Headset;Accessories;JBL;Amazon;Giza;284,86;1;2,8486;283;1891;01/04/2024
ORD102803;HP Pavilion Laptop;Computers;HP;Amazon;Casablanca;14162,98;4;566,5192;117;930;29/07/2024
ORD102804;HP Pavilion Laptop;Computers;HP;Amazon;Alexandria;5893,56;5;294,678;35;4124;24/04/2024
ORD102805;Adidas Running Shoes;Fashion;Adidas;Amazon;Alexandria;1757,99;2;35,1598;128;1330;13/09/2024
ORD102806;Dell Inspiron 3501;Computers;Dell;Jumia;Alexandria;12364,73;5;618,2365;318;836;06/01/2024
ORD102807;HP Pavilion Laptop;Computers;HP;Amazon;Alexandria;19332,54;4;773,3016;168;1945;20/06/2024
ORD102808;Smartwatch FitPro;Wearables;FitPro;Amazon;Riyadh;888,64;2;17,7728;278;3380;21/10/2024
ORD102809;HP Pavilion Laptop;Computers;HP;Amazon;Cairo;7311,74;3;219,3522;319;548;29/08/2024
ORD102810;Smartwatch FitPro;Wearables;FitPro;Amazon;Dubai;912,98;5;45,649;243;1726;30/01/2024
ORD102811;T-shirt Cotton;Fashion;Generic;Jumia;Dubai;7224,52;5;361,226;314;1950;22/06/2024
ORD102812;HP Pavilion Laptop;Computers;HP;Souq;Riyadh;1960,47;4;78,4188;131;2097;31/03/2024
ORD102813;Bluetooth Headset;Accessories;JBL;Amazon;Giza;5529,58;3;165,8874;169;1524;11/08/2024
ORD102814;HP Pavilion Laptop;Computers;HP;Souq;Riyadh;13333,77;5;666,6885;211;4570;12/01/2024
ORD102815;Nike Air Max;Fashion;Nike;Jumia;Casablanca;1201,11;1;12,0111;373;4668;31/10/2024
ORD102816;Smartwatch FitPro;Wearables;FitPro;Jumia;Giza;10348,93;2;206,9786;373;1768;02/05/2024
ORD102817;Samsung Galaxy A14;Electronics;Samsung;Amazon;Casablanca;4510,21;1;45,1021;305;3993;04/10/2024
ORD102818;Smartwatch FitPro;Wearables;FitPro;Amazon;Cairo;1434,26;5;71,713;166;4192;29/02/2024
ORD102819;Samsung Galaxy A14;Electronics;Samsung;Jumia;Dubai;17903,72;5;895,186;274;777;08/08/2024
ORD102820;Smartwatch FitPro;Wearables;FitPro;Souq;Cairo;8889,01;4;355,5604;195;4464;30/08/2024
ORD102821;Bluetooth Headset;Accessories;JBL;Amazon;Riyadh;13573,84;2;271,4768;269;4327;29/05/2024
ORD102822;iPhone 13;Electronics;Apple;Jumia;Dubai;17053,15;5;852,6575;377;4274;21/05/2024
ORD102823;HP Pavilion Laptop;Computers;HP;Souq;Alexandria;293,31;2;5,8662;385;2735;14/01/2024
ORD102824;Samsung Galaxy A14;Electronics;Samsung;Amazon;Alexandria;10863,78;4;434,5512;307;2004;23/02/2024
ORD102825;Smartwatch FitPro;Wearables;FitPro;Souq;Giza;6515,52;1;65,1552;365;68;21/11/2024
ORD102826;T-shirt Cotton;Fashion;Generic;Jumia;Cairo;15708,21;1;157,0821;182;4580;31/07/2024
ORD102827;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Dubai;3076,22;5;153,811;143;1093;16/06/2024
ORD102828;HP Pavilion Laptop;Computers;HP;Jumia;Alexandria;17657,98;1;176,5798;423;2328;24/08/2024
ORD102829;Dell Inspiron 3501;Computers;Dell;Souq;Alexandria;6607,77;2;132,1554;417;2631;01/06/2024
ORD102830;Dell Inspiron 3501;Computers;Dell;Amazon;Dubai;13891,23;3;416,7369;252;2030;27/10/2024
ORD102831;Smartwatch FitPro;Wearables;FitPro;Jumia;Casablanca;9956,87;3;298,7061;148;4320;14/09/2024
ORD102832;T-shirt Cotton;Fashion;Generic;Jumia;Giza;521,13;3;15,6339;153;193;04/12/2024
ORD102833;HP Pavilion Laptop;Computers;HP;Souq;Casablanca;11419,51;4;456,7804;399;370;01/12/2024
ORD102834;HP Pavilion Laptop;Computers;HP;Jumia;Giza;164,66;1;1,6466;37;2767;11/06/2024
ORD102835;Samsung Galaxy A14;Electronics;Samsung;Amazon;Giza;1139,55;5;56,9775;204;3358;02/09/2024
ORD102836;Adidas Running Shoes;Fashion;Adidas;Jumia;Riyadh;5041,17;1;50,4117;157;2495;25/04/2024
ORD102837;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Riyadh;15185,68;5;759,284;221;4005;07/05/2024
ORD102838;Adidas Running Shoes;Fashion;Adidas;Amazon;Cairo;17712,44;5;885,622;386;432;04/01/2024
ORD102839;Adidas Running Shoes;Fashion;Adidas;Souq;Riyadh;12823,61;3;384,7083;416;861;06/03/2024
ORD102840;Smartwatch FitPro;Wearables;FitPro;Jumia;Alexandria;4581,41;4;183,2564;388;1848;11/03/2024
ORD102841;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Giza;8723,03;2;174,4606;35;4147;14/05/2024
ORD102842;Dell Inspiron 3501;Computers;Dell;Souq;Cairo;18401,62;4;736,0648;38;4241;20/10/2024
ORD102843;Adidas Running Shoes;Fashion;Adidas;Souq;Alexandria;1225,87;2;24,5174;398;3945;23/10/2024
ORD102844;Smartwatch FitPro;Wearables;FitPro;Amazon;Giza;1944,24;1;19,4424;475;463;23/05/2024
ORD102845;Adidas Running Shoes;Fashion;Adidas;Amazon;Cairo;5567,11;4;222,6844;127;3010;31/07/2024
ORD102846;Dell Inspiron 3501;Computers;Dell;Jumia;Giza;2886,75;3;86,6025;487;46;12/06/2024
ORD102847;Smartwatch FitPro;Wearables;FitPro;Amazon;Riyadh;10608,71;2;212,1742;273;1291;10/04/2024
ORD102848;Smartwatch FitPro;Wearables;FitPro;Amazon;Cairo;9647,25;5;482,3625;30;998;22/11/2024
ORD102849;Bluetooth Headset;Accessories;JBL;Jumia;Casablanca;16812,53;4;672,5012;105;4547;10/10/2024
ORD102850;T-shirt Cotton;Fashion;Generic;Souq;Dubai;1975,93;3;59,2779;285;3946;18/03/2024
ORD102851;Samsung Galaxy A14;Electronics;Samsung;Amazon;Dubai;12904,74;4;516,1896;36;2428;22/05/2024
ORD102852;Samsung Galaxy A14;Electronics;Samsung;Amazon;Giza;1700,18;1;17,0018;28;3456;22/03/2024
ORD102853;Dell Inspiron 3501;Computers;Dell;Amazon;Giza;14205,32;1;142,0532;244;3736;20/07/2024
ORD102854;Bluetooth Headset;Accessories;JBL;Souq;Casablanca;14711,19;3;441,3357;234;533;05/07/2024
ORD102855;iPhone 13;Electronics;Apple;Souq;Giza;11612,55;2;232,251;109;1081;30/06/2024
ORD102856;T-shirt Cotton;Fashion;Generic;Amazon;Giza;9429,67;1;94,2967;176;1339;21/05/2024
ORD102857;Dell Inspiron 3501;Computers;Dell;Souq;Cairo;13661,45;4;546,458;257;360;22/11/2024
ORD102858;Nike Air Max;Fashion;Nike;Souq;Alexandria;1380,07;4;55,2028;289;3015;07/06/2024
ORD102859;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Giza;7173,93;2;143,4786;196;3706;29/08/2024
ORD102860;Smartwatch FitPro;Wearables;FitPro;Jumia;Casablanca;18601,21;5;930,0605;244;1087;22/08/2024
ORD102861;Dell Inspiron 3501;Computers;Dell;Amazon;Dubai;951,76;3;28,5528;249;3403;21/01/2024
ORD102862;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Casablanca;19674,05;4;786,962;313;4008;24/09/2024
ORD102863;Adidas Running Shoes;Fashion;Adidas;Jumia;Casablanca;17717,38;5;885,869;354;640;03/02/2024
ORD102864;iPhone 13;Electronics;Apple;Jumia;Alexandria;126,21;4;5,0484;315;1389;22/08/2024
ORD102865;Bluetooth Headset;Accessories;JBL;Jumia;Giza;7785,33;2;155,7066;40;3382;13/10/2024
ORD102866;Adidas Running Shoes;Fashion;Adidas;Amazon;Giza;15341,33;3;460,2399;423;236;06/01/2024
ORD102867;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Casablanca;182,34;1;1,8234;402;613;25/03/2024
ORD102868;iPhone 13;Electronics;Apple;Souq;Casablanca;5894,18;4;235,7672;42;613;16/12/2024
ORD102869;Smartwatch FitPro;Wearables;FitPro;Jumia;Alexandria;5596,44;2;111,9288;158;2714;06/01/2024
ORD102870;Adidas Running Shoes;Fashion;Adidas;Amazon;Dubai;6938,86;3;208,1658;379;239;04/07/2024
ORD102871;Dell Inspiron 3501;Computers;Dell;Amazon;Giza;6550,13;5;327,5065;285;4294;15/04/2024
ORD102872;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Cairo;16052,58;2;321,0516;425;4911;17/03/2024
ORD102873;T-shirt Cotton;Fashion;Generic;Amazon;Dubai;14469,52;2;289,3904;316;2494;24/11/2024
ORD102874;Adidas Running Shoes;Fashion;Adidas;Jumia;Dubai;13111,54;2;262,2308;407;522;08/09/2024
ORD102875;T-shirt Cotton;Fashion;Generic;Jumia;Riyadh;9243,57;3;277,3071;159;325;27/05/2024
ORD102876;T-shirt Cotton;Fashion;Generic;Souq;Alexandria;8634,59;3;259,0377;145;3830;10/03/2024
ORD102877;T-shirt Cotton;Fashion;Generic;Amazon;Riyadh;13683,61;2;273,6722;187;1335;24/07/2024
ORD102878;Bluetooth Headset;Accessories;JBL;Souq;Dubai;740,33;4;29,6132;498;1317;21/08/2024
ORD102879;Nike Air Max;Fashion;Nike;Jumia;Cairo;10085,37;4;403,4148;296;650;13/11/2024
ORD102880;Dell Inspiron 3501;Computers;Dell;Jumia;Casablanca;19555,93;3;586,6779;235;3354;08/02/2024
ORD102881;T-shirt Cotton;Fashion;Generic;Souq;Dubai;2262,53;2;45,2506;465;4540;18/07/2024
ORD102882;HP Pavilion Laptop;Computers;HP;Jumia;Cairo;6857,78;5;342,889;467;3426;16/10/2024
ORD102883;Adidas Running Shoes;Fashion;Adidas;Souq;Dubai;214,45;3;6,4335;281;1047;16/04/2024
ORD102884;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Riyadh;3508,46;3;105,2538;269;701;15/07/2024
ORD102885;T-shirt Cotton;Fashion;Generic;Jumia;Dubai;1523,69;1;15,2369;11;2882;09/09/2024
ORD102886;HP Pavilion Laptop;Computers;HP;Amazon;Dubai;5261,41;5;263,0705;24;4216;02/04/2024
ORD102887;Dell Inspiron 3501;Computers;Dell;Jumia;Cairo;9330,14;1;93,3014;149;1995;05/07/2024
ORD102888;Bluetooth Headset;Accessories;JBL;Souq;Giza;8779,37;2;175,5874;213;4901;24/07/2024
ORD102889;T-shirt Cotton;Fashion;Generic;Souq;Giza;4863,25;5;243,1625;273;205;08/02/2024
ORD102890;Bluetooth Headset;Accessories;JBL;Jumia;Giza;9816,08;4;392,6432;224;4216;11/05/2024
ORD102891;Nike Air Max;Fashion;Nike;Souq;Riyadh;14176,38;5;708,819;31;1759;10/03/2024
ORD102892;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;13765,54;5;688,277;477;809;20/06/2024
ORD102893;Dell Inspiron 3501;Computers;Dell;Amazon;Giza;19614,23;3;588,4269;175;4893;01/05/2024
ORD102894;Nike Air Max;Fashion;Nike;Souq;Cairo;18593,58;1;185,9358;168;2376;10/10/2024
ORD102895;iPhone 13;Electronics;Apple;Souq;Cairo;18120,16;3;543,6048;427;4415;09/01/2024
ORD102896;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Alexandria;18085,21;5;904,2605;215;3823;22/01/2024
ORD102897;Nike Air Max;Fashion;Nike;Souq;Casablanca;16791,11;1;167,9111;28;1952;03/04/2024
ORD102898;Smartwatch FitPro;Wearables;FitPro;Amazon;Alexandria;3648,35;1;36,4835;17;3801;11/05/2024
ORD102899;Nike Air Max;Fashion;Nike;Jumia;Riyadh;19607,26;5;980,363;498;2474;20/05/2024
ORD102900;Bluetooth Headset;Accessories;JBL;Souq;Dubai;10859,14;1;108,5914;30;101;24/05/2024
ORD102901;Dell Inspiron 3501;Computers;Dell;Souq;Riyadh;13831,72;3;414,9516;117;502;06/02/2024
ORD102902;HP Pavilion Laptop;Computers;HP;Jumia;Cairo;17024,76;3;510,7428;484;802;06/09/2024
ORD102903;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Dubai;1874,32;5;93,716;309;4439;25/02/2024
ORD102904;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Riyadh;1688,98;3;50,6694;259;3583;13/05/2024
ORD102905;Bluetooth Headset;Accessories;JBL;Jumia;Riyadh;5029,65;2;100,593;431;4984;03/07/2024
ORD102906;iPhone 13;Electronics;Apple;Souq;Giza;8003,28;4;320,1312;449;3601;06/06/2024
ORD102907;Smartwatch FitPro;Wearables;FitPro;Jumia;Riyadh;208,97;4;8,3588;217;3317;01/12/2024
ORD102908;iPhone 13;Electronics;Apple;Jumia;Cairo;5127,73;5;256,3865;476;2894;24/01/2024
ORD102909;Samsung Galaxy A14;Electronics;Samsung;Amazon;Cairo;5315,79;5;265,7895;416;1278;27/02/2024
ORD102910;Bluetooth Headset;Accessories;JBL;Amazon;Cairo;8078,91;1;80,7891;126;760;19/02/2024
ORD102911;Bluetooth Headset;Accessories;JBL;Souq;Cairo;19777,37;1;197,7737;488;3052;27/06/2024
ORD102912;Adidas Running Shoes;Fashion;Adidas;Jumia;Casablanca;1576,82;3;47,3046;115;2719;09/10/2024
ORD102913;Samsung Galaxy A14;Electronics;Samsung;Souq;Alexandria;12682,95;5;634,1475;309;2641;25/01/2024
ORD102914;Samsung Galaxy A14;Electronics;Samsung;Jumia;Riyadh;2861,38;3;85,8414;135;3495;18/10/2024
ORD102915;HP Pavilion Laptop;Computers;HP;Amazon;Casablanca;11046,85;5;552,3425;407;1695;23/04/2024
ORD102916;Smartwatch FitPro;Wearables;FitPro;Souq;Cairo;1242,36;2;24,8472;26;4573;05/03/2024
ORD102917;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Riyadh;19999,34;4;799,9736;452;3300;06/11/2024
ORD102918;Smartwatch FitPro;Wearables;FitPro;Jumia;Dubai;531,37;5;26,5685;466;1325;03/10/2024
ORD102919;T-shirt Cotton;Fashion;Generic;Jumia;Dubai;3814,85;1;38,1485;341;3982;19/01/2024
ORD102920;Nike Air Max;Fashion;Nike;Amazon;Riyadh;1198,5;3;35,955;448;3625;06/10/2024
ORD102921;Nike Air Max;Fashion;Nike;Jumia;Cairo;5659,96;2;113,1992;318;3192;19/08/2024
ORD102922;Dell Inspiron 3501;Computers;Dell;Souq;Giza;1363,89;4;54,5556;193;1356;20/09/2024
ORD102923;Dell Inspiron 3501;Computers;Dell;Jumia;Riyadh;17552,39;5;877,6195;229;2370;04/04/2024
ORD102924;T-shirt Cotton;Fashion;Generic;Souq;Cairo;10682,17;2;213,6434;156;1036;01/11/2024
ORD102925;Adidas Running Shoes;Fashion;Adidas;Amazon;Casablanca;1611,76;3;48,3528;123;942;19/07/2024
ORD102926;Smartwatch FitPro;Wearables;FitPro;Jumia;Giza;7596,53;5;379,8265;446;173;08/04/2024
ORD102927;Dell Inspiron 3501;Computers;Dell;Souq;Giza;15367,98;4;614,7192;355;1614;01/01/2024
ORD102928;HP Pavilion Laptop;Computers;HP;Souq;Giza;8436,67;5;421,8335;361;534;29/03/2024
ORD102929;Bluetooth Headset;Accessories;JBL;Jumia;Giza;1597,49;4;63,8996;158;4117;08/12/2024
ORD102930;Bluetooth Headset;Accessories;JBL;Jumia;Casablanca;13883,13;1;138,8313;384;436;07/07/2024
ORD102931;iPhone 13;Electronics;Apple;Jumia;Dubai;15981,23;2;319,6246;26;3046;05/10/2024
ORD102932;Adidas Running Shoes;Fashion;Adidas;Souq;Cairo;10675,04;4;427,0016;272;3327;15/11/2024
ORD102933;Samsung Galaxy A14;Electronics;Samsung;Amazon;Cairo;15200,87;2;304,0174;473;2784;01/06/2024
ORD102934;iPhone 13;Electronics;Apple;Amazon;Riyadh;1555,12;3;46,6536;317;4497;09/08/2024
ORD102935;Smartwatch FitPro;Wearables;FitPro;Amazon;Dubai;4758,24;1;47,5824;14;443;12/10/2024
ORD102936;iPhone 13;Electronics;Apple;Amazon;Cairo;3227,47;1;32,2747;179;366;31/08/2024
ORD102937;Adidas Running Shoes;Fashion;Adidas;Souq;Alexandria;2154,57;4;86,1828;222;4224;16/01/2024
ORD102938;Samsung Galaxy A14;Electronics;Samsung;Souq;Dubai;7978,03;4;319,1212;493;3675;27/07/2024
ORD102939;Bluetooth Headset;Accessories;JBL;Amazon;Giza;2532,77;2;50,6554;226;3834;25/01/2024
ORD102940;Adidas Running Shoes;Fashion;Adidas;Souq;Casablanca;3424,15;2;68,483;49;3604;18/05/2024
ORD102941;Nike Air Max;Fashion;Nike;Amazon;Cairo;15302,42;5;765,121;161;1904;25/05/2024
ORD102942;Xiaomi Redmi Note 12;Electronics;Xiaomi;Souq;Giza;19766,01;2;395,3202;228;809;25/07/2024
ORD102943;Adidas Running Shoes;Fashion;Adidas;Amazon;Dubai;6460,41;1;64,6041;362;4413;01/09/2024
ORD102944;Smartwatch FitPro;Wearables;FitPro;Jumia;Casablanca;9260,62;3;277,8186;437;3434;25/02/2024
ORD102945;Xiaomi Redmi Note 12;Electronics;Xiaomi;Amazon;Alexandria;2711,43;3;81,3429;237;1164;18/05/2024
ORD102946;Xiaomi Redmi Note 12;Electronics;Xiaomi;Jumia;Cairo;9556,31;2;191,1262;184;127;25/02/2024
